source,external_id,name,name_lang,name_en,synonyms,serving_amount,serving_unit,carbs_g,protein_g,fats_g,kcal,dataset_version
ciqual,10044,"Langoustine, bouillie/cuite à l'eau",fr,"Norway lobster, boiled/cooked in water","Nephros norvegicus (Linnaeus, 1758) viandes, oeufs, poissons meat, egg and fish",100,g,0,20.9,0.98,92.6,ciqual-2025-11-03
ciqual,10045,"Coquille Saint-Jacques, noix, crue",fr,"Scallop, without coral, raw","(Genus and species unknown or multiple) viandes, oeufs, poissons meat, egg and fish",100,g,1.15,17.9,0.84,83.6,ciqual-2025-11-03
ciqual,10048,"Pecten d'Amérique ou peigne du Canada, noix, crue",fr,"American or Canadian sea scallop, without coral, raw","Placopecten magellanicus viandes, oeufs, poissons meat, egg and fish",100,g,1.78,17.3,0.54,81.3,ciqual-2025-11-03
ciqual,10049,"Pétoncle ou peigne du Pérou, noix, crue",fr,"Peru sea scallop, without coral, raw","Argopecten purpuratus viandes, oeufs, poissons meat, egg and fish",100,g,3.1,17.5,0.7,88.7,ciqual-2025-11-03
ciqual,1005,Whisky,fr,Whisky,eaux et autres boissons beverages,100,g,0.096,0,0,252,ciqual-2025-11-03
ciqual,10057,"Araignée de mer, bouillie/cuite à l'eau",fr,"Spinous spider crab, boiled/cooked in water","Maja squinado viandes, oeufs, poissons meat, egg and fish",100,g,0.16,18.3,3.8,108,ciqual-2025-11-03
ciqual,1006,Vin doux,fr,"Wine, sweet",eaux et autres boissons beverages,100,g,9.96,0.2,0,148,ciqual-2025-11-03
ciqual,10061,"Crevette blanche ou crevette tropicale (rose), élevage, cuite",fr,"White shrimp or tropical shrimp (rose), boiled","Penaeus vannamei (Litopenaeus vannamei) viandes, oeufs, poissons meat, egg and fish",100,g,0.14,22.1,0.93,97.5,ciqual-2025-11-03
ciqual,10062,"Crevette tropicale (tigrée), élevage, cuite",fr,"Tropical tiger prawn, boiled","Penaeus monodon viandes, oeufs, poissons meat, egg and fish",100,g,0.75,22.6,0.83,101,ciqual-2025-11-03
ciqual,10064,"Crevette tropicale (rose), cuite (Penaeus brasiliensis)",fr,"Pinkspotted shrimp, boiled","Penaeus brasiliensis viandes, oeufs, poissons meat, egg and fish",100,g,0,26.6,1.18,117,ciqual-2025-11-03
ciqual,1007,Apéritif à base de vin ou vermouth,fr,Wine-based aperitif,eaux et autres boissons beverages,100,g,11.3,0.054,0,137,ciqual-2025-11-03
ciqual,10079,"Poulpe, cuit",fr,"Octopus, common, cooked","Octopus vulgaris viandes, oeufs, poissons meat, egg and fish",100,g,4.4,29.8,2.08,156,ciqual-2025-11-03
ciqual,1008,Vodka,fr,Vodka,eaux et autres boissons beverages,100,g,0,0,0,250,ciqual-2025-11-03
ciqual,10080,"Fruits de mer, mélange ou cocktail, surgelés, cuits",fr,"Seafood, cooked, frozen","(Genus and species unknown or multiple) viandes, oeufs, poissons meat, egg and fish",100,g,2.83,13.5,1.57,79.5,ciqual-2025-11-03
ciqual,10081,"Moules à la sauce catalane ou escabèche (tomate), appertisée, égouttée",fr,"Mussels, in Catalan-style sauce or marinade (tomatoes), canned, drained","Mytilus spp. viandes, oeufs, poissons meat, egg and fish",100,g,4.9,9.6,1.65,75.4,ciqual-2025-11-03
ciqual,10082,"Moules marinières (oignons et vin blanc), préemballées",fr,"Mussels, in a oignon and white wine broth, prepacked",entrées et plats composés starters and dishes,100,g,7.43,10.3,2.24,91.9,ciqual-2025-11-03
ciqual,10083,"Moules farcies (matière grasse, persillade…), préemballées, crues",fr,"Mussels, filled (fat, parsley and garlic…), prepacked, raw",entrées et plats composés starters and dishes,100,g,4.2,9.56,24.8,283,ciqual-2025-11-03
ciqual,10084,"Calmar ou calamar ou encornet, frit ou poêlé avec matière grasse",fr,"Squid, fried or pan-fried, with fat","Loligo vulgaris viandes, oeufs, poissons meat, egg and fish",100,g,8.45,17.9,7.48,173,ciqual-2025-11-03
ciqual,10086,"Crevettes, décortiquées, cuites, réfrigérées, préemballées",fr,"Shrimp or prawn, peeled, boiled, refrigerated, prepacked","(Genus and species unknown or multiple) viandes, oeufs, poissons meat, egg and fish",100,g,2.6,18.3,1.02,92.5,ciqual-2025-11-03
ciqual,10088,"Ecrevisses, décortiquées, cuites, réfrigérées, préemballées",fr,"Crayfish, peeled, cooked, refrigerated, prepacked","(Genus and species unknown or multiple) viandes, oeufs, poissons meat, egg and fish",100,g,0.1,18.6,0.9,82.7,ciqual-2025-11-03
ciqual,10089,"Crevettes grises, décortiquées, cuites, réfrigérées, préemballées",fr,"Grey shrimp, peeled, boiled, refrigerated, prepacked","Crangon crangon viandes, oeufs, poissons meat, egg and fish",100,g,0.083,20.7,1,91.7,ciqual-2025-11-03
ciqual,10099,"Escargot, cuit",fr,"Snail, without added fat, cooked","Helix spp. viandes, oeufs, poissons meat, egg and fish",100,g,1.39,16.6,1.4,84.7,ciqual-2025-11-03
ciqual,1010,"Pastis, prêt à boire (1+ 5)",fr,"Anise spirit, diluted (1+5)",eaux et autres boissons beverages,100,g,0.5,0,0,,ciqual-2025-11-03
ciqual,10100,"Crevette sauvage, cuite",fr,"Shrimp or prawn, wild, boiled","(Genus and species unknown or multiple) viandes, oeufs, poissons meat, egg and fish",100,g,0.04,22,1.01,97.3,ciqual-2025-11-03
ciqual,10101,"Crevette, élevage, cuite (aliment moyen)",fr,"Shrimp or prawn, farmed, boiled (average)","(Genus and species unknown or multiple) viandes, oeufs, poissons meat, egg and fish",100,g,0.64,22.5,0.85,100,ciqual-2025-11-03
ciqual,1011,"Apéritif anisé sans alcool, à diluer",fr,"Pastis, alcohol-free, to be diluted",eaux et autres boissons beverages,100,g,1,0,0,6,ciqual-2025-11-03
ciqual,1012,Cocktail à base de rhum,fr,"Cocktail, rum-based",eaux et autres boissons beverages,100,g,7.74,0,2.19,121,ciqual-2025-11-03
ciqual,1013,Cocktail à base de whisky,fr,"Cocktail, whisky-based",eaux et autres boissons beverages,100,g,15.8,0,0.02,166,ciqual-2025-11-03
ciqual,1014,Alcool pur,fr,Pure alcohol,eaux et autres boissons beverages,100,g,0,0,0,660,ciqual-2025-11-03
ciqual,1015,Marsala,fr,Marsala wine,eaux et autres boissons beverages,100,g,27.9,0.1,0,211,ciqual-2025-11-03
ciqual,1016,Marsala aux oeufs,fr,Marsala with eggs,eaux et autres boissons beverages,100,g,12.4,0,0,153,ciqual-2025-11-03
ciqual,1017,"Sangria, faite maison",fr,Sangria,eaux et autres boissons beverages,100,g,11,0,0.05,88.7,ciqual-2025-11-03
ciqual,1018,"Kir (vin blanc, crème de cassis)",fr,Kir (white wine with blackcurrant liqueur),eaux et autres boissons beverages,100,g,3.3,0.18,0,74.7,ciqual-2025-11-03
ciqual,1019,"Kir royal (champagne, crème de cassis)",fr,Kir royal (champagne with blackcurrant liqueur),eaux et autres boissons beverages,100,g,5.66,0.25,0,87.3,ciqual-2025-11-03
ciqual,1021,Crème de cassis,fr,Blackcurrant liqueur,eaux et autres boissons beverages,100,g,41,0,0,245,ciqual-2025-11-03
ciqual,1023,Eau de vie de vin type armagnac ou cognac,fr,"Brandy, Armagnac or Cognac type",eaux et autres boissons beverages,100,g,0.76,0,0,222,ciqual-2025-11-03
ciqual,1024,Eau de vie type calvados,fr,"Apple brandy, Calvados type",eaux et autres boissons beverages,100,g,0,0,0,,ciqual-2025-11-03
ciqual,1026,Saké ou alcool de riz,fr,Sake or rice wine,eaux et autres boissons beverages,100,g,0,0,0,113,ciqual-2025-11-03
ciqual,1027,"Spécialité végétale type fromage à tartiner, au soja, préemballée",fr,"Plant-based spread-cheese type, with soybean, prepacked",produits laitiers milk and milk products,100,g,1.05,12.8,13.1,174,ciqual-2025-11-03
ciqual,1028,"Spécialité végétale type fromage, à la noix de cajou, préemballée",fr,"Plant-based cheese, with cashew, prepacked",produits laitiers milk and milk products,100,g,15.2,14.5,35.3,441,ciqual-2025-11-03
ciqual,1029,"Spécialité végétale type fromage en tranche ou râpé, sans soja, préemballée",fr,"Plant-based cheese, without soybean, prepacked",produits laitiers milk and milk products,100,g,21.2,0.25,20.1,271,ciqual-2025-11-03
ciqual,1030,"Fines tranches végétales, préemballées",fr,"Plant-based ham, prepacked","viandes, oeufs, poissons meat, egg and fish",100,g,4.13,29.7,11.1,242,ciqual-2025-11-03
ciqual,1031,"Spécialité végétale type pâté, préemballée",fr,"Plant-based pâté, prepacked","viandes, oeufs, poissons meat, egg and fish",100,g,9.45,3.56,15.4,197,ciqual-2025-11-03
ciqual,1032,"Haché à base de boeuf et soja, préemballé",fr,"Burger from beef and soybean, prepacked","viandes, oeufs, poissons meat, egg and fish",100,g,2.48,15,14.6,214,ciqual-2025-11-03
ciqual,1033,"Nuggets ou croquette panée de poulet (contenant du soja), préemballé",fr,"Chicken nuggets (with soybean), breaded croquette, prepacked",entrées et plats composés starters and dishes,100,g,16.7,13.4,10.3,220,ciqual-2025-11-03
ciqual,1034,"Saucisse de volaille type knack (contenant du soja), préemballée",fr,"Poultry sausage (with soybean), prepacked","viandes, oeufs, poissons meat, egg and fish",100,g,2.72,12.1,15.8,208,ciqual-2025-11-03
ciqual,10999,"Cerfeuil, séché",fr,"Chervil, dried",aides culinaires et ingrédients divers miscellaneous,100,g,37.8,23.2,3.9,302,ciqual-2025-11-03
ciqual,11000,"Ail, cru",fr,"Garlic, raw",aides culinaires et ingrédients divers miscellaneous,100,g,18.6,5.31,0,109,ciqual-2025-11-03
ciqual,11001,"Bouillon de boeuf, déshydraté",fr,"Broth or stock, beef, dehydrated",aides culinaires et ingrédients divers miscellaneous,100,g,18,10.2,13.3,232,ciqual-2025-11-03
ciqual,11002,"Cerfeuil, frais",fr,"Chervil, raw",aides culinaires et ingrédients divers miscellaneous,100,g,6.25,3.31,0.55,48.3,ciqual-2025-11-03
ciqual,11003,"Ciboule ou ciboulette, fraîche",fr,"Chive or spring onion, fresh",aides culinaires et ingrédients divers miscellaneous,100,g,2.85,2.55,0.46,30.8,ciqual-2025-11-03
ciqual,11005,"Curry, poudre",fr,"Curry, powder",aides culinaires et ingrédients divers miscellaneous,100,g,2.63,14.5,14,301,ciqual-2025-11-03
ciqual,11006,"Gingembre, poudre",fr,"Ginger, powder",aides culinaires et ingrédients divers miscellaneous,100,g,58.3,8.98,4.24,335,ciqual-2025-11-03
ciqual,11007,"Gélatine, sèche",fr,"Gelatin, dried",aides culinaires et ingrédients divers miscellaneous,100,g,0,86.9,0.1,348,ciqual-2025-11-03
ciqual,11008,"Ketchup, préemballé",fr,"Ketchup, prepacked",aides culinaires et ingrédients divers miscellaneous,100,g,23.7,1.23,0.16,108,ciqual-2025-11-03
ciqual,11009,Levure de bière en paillettes,fr,"Yeast, flakes",aides culinaires et ingrédients divers miscellaneous,100,g,21.8,40.4,4.5,334,ciqual-2025-11-03
ciqual,11010,Levure de boulanger fraîche,fr,"Baker's yeast, fresh",aides culinaires et ingrédients divers miscellaneous,100,g,11.9,8.47,1.9,115,ciqual-2025-11-03
ciqual,11013,Moutarde,fr,Mustard,aides culinaires et ingrédients divers miscellaneous,100,g,4.33,6.92,11.2,151,ciqual-2025-11-03
ciqual,11014,"Persil, frais",fr,"Parsley, fresh",aides culinaires et ingrédients divers miscellaneous,100,g,4.1,2.97,0.63,42.5,ciqual-2025-11-03
ciqual,11015,"Poivre noir, poudre",fr,"Black pepper, powder",aides culinaires et ingrédients divers miscellaneous,100,g,39.9,13.3,7.5,331,ciqual-2025-11-03
ciqual,11016,"Raifort, frais",fr,"Horseradish, raw",aides culinaires et ingrédients divers miscellaneous,100,g,7.79,5.25,0.45,73.2,ciqual-2025-11-03
ciqual,11017,"Sel blanc alimentaire, non iodé, non fluoré (marin, ignigène ou gemme)",fr,"Salt, white (sea, igneous or rock), no fortification",aides culinaires et ingrédients divers miscellaneous,100,g,0,0,0,0,ciqual-2025-11-03
ciqual,11018,Vinaigre,fr,Vinegar,aides culinaires et ingrédients divers miscellaneous,100,g,0.95,0.04,0.1,22.5,ciqual-2025-11-03
ciqual,11019,"Poivre blanc, poudre",fr,"White pepper, powder",aides culinaires et ingrédients divers miscellaneous,100,g,48.3,12.1,2.12,313,ciqual-2025-11-03
ciqual,11021,Moutarde à l'ancienne,fr,"Mustard, with grains",aides culinaires et ingrédients divers miscellaneous,100,g,2.2,6.6,9.9,142,ciqual-2025-11-03
ciqual,11023,"Ail séché, poudre",fr,"Garlic, dried, powder",aides culinaires et ingrédients divers miscellaneous,100,g,63.7,16.6,0.73,346,ciqual-2025-11-03
ciqual,11024,"Persil, séché",fr,"Parsley, dried",aides culinaires et ingrédients divers miscellaneous,100,g,16.8,29,5.34,291,ciqual-2025-11-03
ciqual,11025,"Cannelle, poudre",fr,"Cinnamon, powder",aides culinaires et ingrédients divers miscellaneous,100,g,27.5,3.99,1.24,243,ciqual-2025-11-03
ciqual,11026,"Coriandre, graine",fr,"Coriander, seed",aides culinaires et ingrédients divers miscellaneous,100,g,13,12.4,17.8,345,ciqual-2025-11-03
ciqual,11027,"Menthe, fraîche",fr,"Mint, fresh",aides culinaires et ingrédients divers miscellaneous,100,g,5.3,3.52,0.84,57.6,ciqual-2025-11-03
ciqual,11029,"Menthe, séchée",fr,"Mint, dried",aides culinaires et ingrédients divers miscellaneous,100,g,22.2,19.9,6.03,283,ciqual-2025-11-03
ciqual,11032,"Basilic, séché",fr,"Basil, dried",aides culinaires et ingrédients divers miscellaneous,100,g,10.1,23,4.07,244,ciqual-2025-11-03
ciqual,11033,"Basilic, frais",fr,"Basil, fresh",aides culinaires et ingrédients divers miscellaneous,100,g,3.4,3.15,0.64,35.2,ciqual-2025-11-03
ciqual,11034,"Marjolaine, séchée",fr,"Marjoram, dried",aides culinaires et ingrédients divers miscellaneous,100,g,20.3,12.7,7.04,276,ciqual-2025-11-03
ciqual,11035,"Origan, séché",fr,"Oregano, dried",aides culinaires et ingrédients divers miscellaneous,100,g,26.4,9,4.28,265,ciqual-2025-11-03
ciqual,11036,"Romarin, séché",fr,"Rosemary, dried",aides culinaires et ingrédients divers miscellaneous,100,g,21.5,4.88,15.2,328,ciqual-2025-11-03
ciqual,11037,"Sauge, séchée",fr,"Sage, dried",aides culinaires et ingrédients divers miscellaneous,100,g,20.4,10.6,12.8,320,ciqual-2025-11-03
ciqual,11038,"Thym, séché",fr,"Thyme, dried",aides culinaires et ingrédients divers miscellaneous,100,g,26.9,9.11,7.43,285,ciqual-2025-11-03
ciqual,11039,Safran,fr,Saffron,aides culinaires et ingrédients divers miscellaneous,100,g,61.5,11.4,5.85,352,ciqual-2025-11-03
ciqual,11040,"Câpres, au vinaigre",fr,"Capers, pickled in vinegar",aides culinaires et ingrédients divers miscellaneous,100,g,3.5,2.18,0.86,,ciqual-2025-11-03
ciqual,11041,"Bouillon de légumes, déshydraté",fr,"Broth or stock, vegetables, dehydrated",aides culinaires et ingrédients divers miscellaneous,100,g,26,9.66,16,287,ciqual-2025-11-03
ciqual,11042,"Cumin, graine",fr,"Cumin, seed",aides culinaires et ingrédients divers miscellaneous,100,g,33.7,17.8,22.3,427,ciqual-2025-11-03
ciqual,11043,"Tapenade, préemballée",fr,"Tapenade (puree of capers, black olives, anchovy and herbs)",aides culinaires et ingrédients divers miscellaneous,100,g,3.29,1.93,21.9,229,ciqual-2025-11-03
ciqual,11044,Sel au céleri,fr,"Salt, with celery",aides culinaires et ingrédients divers miscellaneous,100,g,4.14,1.81,2.53,49,ciqual-2025-11-03
ciqual,11045,Levure de boulanger déshydratée,fr,"Baker's yeast, dehydrated",aides culinaires et ingrédients divers miscellaneous,100,g,14.3,42.7,6.56,341,ciqual-2025-11-03
ciqual,11046,Levure chimique ou poudre à lever,fr,Baking powder or raising agent,aides culinaires et ingrédients divers miscellaneous,100,g,26.9,0.1,0,108,ciqual-2025-11-03
ciqual,11048,Noix de muscade,fr,Nutmeg,aides culinaires et ingrédients divers miscellaneous,100,g,27.4,6.89,36.3,506,ciqual-2025-11-03
ciqual,11049,"Paprika, poudre",fr,"Paprika, powder",aides culinaires et ingrédients divers miscellaneous,100,g,18.8,14.1,12.9,318,ciqual-2025-11-03
ciqual,11050,"Estragon, séché",fr,"Tarragon, dried",aides culinaires et ingrédients divers miscellaneous,100,g,42.8,22.8,7.24,342,ciqual-2025-11-03
ciqual,11051,"Sauce tartare, préemballée",fr,"Tartare sauce, prepacked",aides culinaires et ingrédients divers miscellaneous,100,g,5.11,0.92,52.7,500,ciqual-2025-11-03
ciqual,11052,Clou de girofle,fr,Cloves,aides culinaires et ingrédients divers miscellaneous,100,g,31.6,5.97,13,335,ciqual-2025-11-03
ciqual,11053,"Laurier, feuille",fr,"Bay, leaves",aides culinaires et ingrédients divers miscellaneous,100,g,48.6,7.61,8.36,353,ciqual-2025-11-03
ciqual,11054,"Mayonnaise (70% MG min.), préemballée",fr,"Mayonnaise (70% fat min.), prepacked",aides culinaires et ingrédients divers miscellaneous,100,g,3.41,1.33,74.5,692,ciqual-2025-11-03
ciqual,11055,Oignon au vinaigre,fr,"Onion, pickled in vinegar",aides culinaires et ingrédients divers miscellaneous,100,g,2.5,0.6,0.15,,ciqual-2025-11-03
ciqual,11056,"Quatre épices, poudre",fr,"Mix of 4 spices, powder",aides culinaires et ingrédients divers miscellaneous,100,g,50.5,6.09,8.69,348,ciqual-2025-11-03
ciqual,11058,"Sel blanc alimentaire, iodé, non fluoré (marin, ignigène ou gemme)",fr,"Salt, white (sea, igneous or rock), iodine added, no fluride added",aides culinaires et ingrédients divers miscellaneous,100,g,0,0,0,0,ciqual-2025-11-03
ciqual,11060,"Herbes de Provence, séchées",fr,"Herbes de Provence, dried",aides culinaires et ingrédients divers miscellaneous,100,g,23.1,11.5,7.2,283,ciqual-2025-11-03
ciqual,11061,"Pavot, graine",fr,"Poppy, seed",aides culinaires et ingrédients divers miscellaneous,100,g,13.7,21.2,41.6,534,ciqual-2025-11-03
ciqual,11062,"Sarriette, séchée",fr,"Savory, dried",aides culinaires et ingrédients divers miscellaneous,100,g,23,6.73,5.91,264,ciqual-2025-11-03
ciqual,11063,"Aneth, séché",fr,"Dill, dried",aides culinaires et ingrédients divers miscellaneous,100,g,42.2,20,4.36,315,ciqual-2025-11-03
ciqual,11064,"Carvi, graine",fr,"Caraway, seed",aides culinaires et ingrédients divers miscellaneous,100,g,11.9,19.8,14.6,334,ciqual-2025-11-03
ciqual,11065,"Vanille, extrait alcoolique",fr,"Vanilla, alcoholic extract",aides culinaires et ingrédients divers miscellaneous,100,g,2.41,0.05,0,240,ciqual-2025-11-03
